epoch,learning_rate,loss,mask_loss,vertex_loss,proxy_loss,keypoint_loss
54,0.0005000000237487257,0.0646353,0.0215554,0.0136017,1.1099387,2.8042805
55,0.0005000000237487257,0.0642772,0.0214346,0.0135744,1.1026821,2.7878499
56,0.0005000000237487257,0.0639630,0.0213938,0.0134333,1.0960177,2.7731602
57,0.0005000000237487257,0.0635328,0.0212598,0.0133649,1.0863003,2.7565854
58,0.0005000000237487257,0.0633955,0.0212662,0.0132503,1.0810947,2.7554269
59,0.0005000000237487257,0.0631212,0.0211586,0.0132245,1.0754416,2.7455065
60,0.0005000000237487257,0.0625024,0.0208608,0.0130986,1.0680751,2.7244482
61,0.0005000000237487257,0.0626856,0.0210484,0.0131251,1.0675845,2.7229955
62,0.0005000000237487257,0.0622438,0.0208620,0.0130222,1.0607634,2.7084880
63,0.0005000000237487257,0.0621799,0.0208687,0.0129864,1.0579008,2.7070580
64,0.0005000000237487257,0.0619247,0.0207710,0.0129548,1.0542086,2.6947153
65,0.0005000000237487257,0.0618834,0.0208181,0.0129290,1.0525624,2.6874590
66,0.0005000000237487257,0.0613568,0.0204715,0.0128784,1.0461926,2.6790552
67,0.0005000000237487257,0.0614268,0.0206036,0.0128645,1.0460759,2.6713922
68,0.0005000000237487257,0.0612201,0.0205304,0.0127815,1.0402404,2.6707695
69,0.0005000000237487257,0.0610274,0.0204940,0.0127295,1.0363715,2.6604316
70,0.0005000000237487257,0.0610195,0.0205648,0.0127244,1.0358958,2.6505761
71,0.0005000000237487257,0.0608177,0.0205022,0.0126939,1.0307386,2.6439011
72,0.0005000000237487257,0.0605611,0.0204100,0.0126002,1.0260755,2.6371276
73,0.0005000000237487257,0.0606182,0.0203452,0.0126694,1.0302942,2.6405594
74,0.0005000000237487257,0.0602321,0.0202185,0.0125601,1.0234238,2.6260388
75,0.0005000000237487257,0.0602373,0.0202833,0.0125461,1.0203885,2.6250260
76,0.0002500000118743628,0.0576750,0.0194942,0.0121651,0.9638365,2.5200891
77,0.0002500000118743628,0.0574746,0.0195086,0.0121406,0.9582773,2.5030925
78,0.0002500000118743628,0.0572355,0.0194829,0.0121013,0.9523551,2.4880595
79,0.0002500000118743628,0.0568832,0.0192858,0.0120202,0.9464414,2.4843795
80,0.0002500000118743628,0.0566739,0.0191588,0.0120023,0.9446457,2.4777308
81,0.0002500000118743628,0.0565285,0.0191980,0.0119722,0.9388056,2.4660521
82,0.0002500000118743628,0.0563205,0.0191188,0.0118989,0.9355178,2.4599054
83,0.0002500000118743628,0.0564817,0.0192285,0.0119522,0.9364493,2.4614725
84,0.0002500000118743628,0.0563030,0.0191685,0.0118966,0.9335993,2.4545765
85,0.0002500000118743628,0.0559822,0.0190261,0.0118745,0.9293428,2.4398296
86,0.0002500000118743628,0.0560820,0.0191092,0.0119070,0.9302868,2.4378645
87,0.0002500000118743628,0.0558161,0.0189260,0.0118711,0.9260625,2.4376600
88,0.0002500000118743628,0.0557672,0.0189980,0.0117792,0.9235283,2.4323673
89,0.0002500000118743628,0.0557750,0.0189826,0.0117964,0.9230633,2.4354672
90,0.0002500000118743628,0.0556988,0.0189582,0.0118203,0.9234586,2.4255338
91,0.0001250000059371814,0.0547499,0.0187232,0.0116766,0.9000823,2.3838799
92,0.0001250000059371814,0.0542419,0.0185202,0.0116143,0.8917156,2.3626897
93,0.0001250000059371814,0.0541881,0.0185027,0.0116243,0.8900929,2.3602853
94,0.0001250000059371814,0.0543428,0.0186609,0.0116124,0.8895258,2.3618472
95,0.0001250000059371814,0.0540455,0.0185332,0.0115383,0.8845399,2.3535898
96,0.0001250000059371814,0.0538796,0.0184284,0.0115266,0.8830307,2.3489032
97,0.0001250000059371814,0.0537867,0.0184281,0.0115235,0.8810260,2.3402157
98,0.0001250000059371814,0.0536855,0.0183634,0.0114928,0.8801199,2.3391318
99,0.0001250000059371814,0.0536799,0.0183367,0.0115353,0.8805719,2.3381457
100,0.0001250000059371814,0.0538105,0.0185052,0.0115003,0.8787876,2.3390524
