epoch,learning_rate,loss,mask_loss,vertex_loss,proxy_loss,keypoint_loss
55,0.0005000000237487257,0.0565089,0.0196491,0.0104982,0.9883415,2.3979278
56,0.0005000000237487257,0.0560729,0.0193922,0.0104556,0.9836563,2.3854227
57,0.0005000000237487257,0.0560355,0.0194004,0.0104524,0.9803646,2.3862021
58,0.0005000000237487257,0.0559179,0.0193851,0.0104404,0.9787151,2.3759894
59,0.0005000000237487257,0.0558885,0.0194614,0.0104026,0.9747635,2.3720508
60,0.0005000000237487257,0.0554902,0.0192457,0.0103698,0.9681379,2.3624997
61,0.0005000000237487257,0.0555596,0.0193006,0.0103626,0.9713523,2.3581877
62,0.0005000000237487257,0.0553286,0.0191738,0.0103232,0.9668217,2.3558247
63,0.0005000000237487257,0.0552242,0.0191606,0.0103004,0.9634436,2.3516531
64,0.0005000000237487257,0.0551218,0.0192063,0.0102801,0.9592973,2.3408651
65,0.0005000000237487257,0.0552133,0.0190934,0.0103064,0.9664990,2.3527482
66,0.0005000000237487257,0.0547892,0.0190568,0.0102473,0.9536579,2.3291149
67,0.0005000000237487257,0.0548620,0.0190643,0.0102326,0.9553722,2.3358338
68,0.0005000000237487257,0.0548752,0.0191172,0.0102309,0.9532680,2.3347919
69,0.0005000000237487257,0.0546697,0.0190339,0.0101936,0.9507341,2.3254330
70,0.0005000000237487257,0.0546097,0.0189860,0.0101847,0.9503352,2.3251972
71,0.0005000000237487257,0.0546028,0.0190947,0.0101727,0.9474446,2.3157356
72,0.0005000000237487257,0.0544359,0.0189641,0.0101461,0.9468197,2.3137906
73,0.0005000000237487257,0.0542321,0.0188925,0.0101245,0.9413015,2.3082724
74,0.0005000000237487257,0.0542632,0.0188615,0.0101091,0.9433014,2.3139460
75,0.0005000000237487257,0.0541549,0.0188718,0.0100992,0.9402526,2.3042738
76,0.0002500000118743628,0.0525187,0.0184951,0.0099332,0.8970105,2.2288406
77,0.0002500000118743628,0.0519804,0.0183455,0.0098373,0.8874313,2.2006898
78,0.0002500000118743628,0.0517497,0.0181554,0.0098499,0.8836018,2.2021840
79,0.0002500000118743628,0.0518194,0.0182017,0.0098873,0.8848969,2.2000754
80,0.0002500000118743628,0.0515591,0.0181771,0.0098128,0.8787122,2.1849928
81,0.0002500000118743628,0.0516975,0.0182465,0.0098186,0.8803673,2.1908901
82,0.0002500000118743628,0.0514306,0.0181486,0.0097881,0.8759188,2.1784353
83,0.0002500000118743628,0.0515251,0.0181470,0.0098170,0.8777238,2.1862724
84,0.0002500000118743628,0.0513412,0.0180970,0.0097646,0.8731084,2.1807652
85,0.0002500000118743628,0.0514180,0.0182106,0.0097571,0.8740678,2.1739709
86,0.0002500000118743628,0.0511107,0.0179634,0.0097476,0.8716049,2.1713388
87,0.0002500000118743628,0.0511022,0.0180572,0.0097286,0.8674005,2.1670861
88,0.0002500000118743628,0.0510792,0.0180333,0.0097240,0.8683552,2.1655138
89,0.0002500000118743628,0.0511594,0.0181096,0.0097250,0.8698926,2.1627107
90,0.0002500000118743628,0.0509164,0.0179883,0.0096991,0.8648934,2.1578622
91,0.0001250000059371814,0.0502753,0.0178885,0.0096396,0.8458678,2.1255598
92,0.0001250000059371814,0.0498731,0.0176194,0.0096318,0.8432155,2.1127906
93,0.0001250000059371814,0.0499770,0.0178235,0.0096059,0.8413531,2.1043065
94,0.0001250000059371814,0.0498920,0.0177322,0.0096286,0.8402236,2.1060140
95,0.0001250000059371814,0.0498613,0.0177412,0.0096170,0.8384419,2.1050053
96,0.0001250000059371814,0.0497355,0.0176352,0.0095919,0.8368292,2.1074157
97,0.0001250000059371814,0.0498513,0.0177393,0.0095938,0.8378555,2.1067562
98,0.0001250000059371814,0.0495709,0.0176347,0.0095517,0.8343984,2.0920727
99,0.0001250000059371814,0.0496551,0.0176457,0.0095768,0.8359475,2.0974197
100,0.0001250000059371814,0.0494158,0.0175489,0.0095561,0.8313972,2.0882638
