epoch,learning_rate,loss,mask_loss,vertex_loss,proxy_loss,keypoint_loss
51,0.0005000000237487257,0.0616696,0.0193497,0.0133228,1.0983070,2.7405221
52,0.0005000000237487257,0.0604517,0.0188550,0.0131460,1.0746938,2.7004821
53,0.0005000000237487257,0.0600996,0.0187898,0.0130524,1.0676123,2.6813407
54,0.0005000000237487257,0.0594249,0.0185034,0.0129020,1.0556401,2.6622496
55,0.0005000000237487257,0.0590078,0.0184545,0.0127817,1.0435307,2.6442065
56,0.0005000000237487257,0.0586284,0.0183517,0.0126999,1.0371319,2.6242244
57,0.0005000000237487257,0.0585350,0.0183869,0.0126354,1.0332600,2.6188266
58,0.0005000000237487257,0.0582909,0.0182455,0.0126557,1.0315846,2.6062376
59,0.0005000000237487257,0.0580423,0.0181506,0.0125891,1.0256873,2.6017077
60,0.0005000000237487257,0.0579804,0.0183276,0.0124851,1.0187575,2.5898373
61,0.0005000000237487257,0.0576647,0.0180870,0.0124782,1.0195291,2.5779476
62,0.0005000000237487257,0.0572402,0.0178933,0.0123744,1.0129225,2.5665624
63,0.0005000000237487257,0.0570321,0.0179046,0.0122916,1.0049818,2.5581014
64,0.0005000000237487257,0.0567999,0.0178391,0.0122582,1.0012529,2.5447149
65,0.0005000000237487257,0.0566634,0.0177640,0.0122328,0.9988313,2.5429194
66,0.0005000000237487257,0.0563134,0.0176972,0.0121249,0.9906625,2.5276642
67,0.0005000000237487257,0.0561894,0.0175632,0.0121201,0.9926104,2.5252614
68,0.0005000000237487257,0.0563231,0.0177532,0.0121242,0.9904296,2.5216608
69,0.0005000000237487257,0.0559301,0.0175383,0.0120483,0.9849242,2.5133975
70,0.0005000000237487257,0.0557524,0.0175553,0.0119784,0.9807386,2.4995615
71,0.0005000000237487257,0.0558472,0.0175920,0.0119856,0.9830443,2.5023775
72,0.0005000000237487257,0.0554113,0.0174508,0.0119301,0.9714793,2.4890296
73,0.0005000000237487257,0.0553927,0.0174797,0.0118826,0.9721040,2.4843082
74,0.0005000000237487257,0.0550585,0.0173791,0.0117628,0.9647851,2.4751575
75,0.0005000000237487257,0.0550037,0.0172956,0.0118104,0.9670707,2.4709814
76,0.0002500000118743628,0.0527929,0.0167546,0.0114651,0.9140525,2.3706954
77,0.0002500000118743628,0.0522705,0.0166053,0.0113765,0.9015499,2.3505383
78,0.0002500000118743628,0.0520680,0.0165797,0.0113045,0.8978083,2.3384204
79,0.0002500000118743628,0.0518787,0.0165689,0.0112827,0.8920193,2.3268828
80,0.0002500000118743628,0.0513892,0.0163369,0.0111902,0.8836899,2.3145370
81,0.0002500000118743628,0.0513274,0.0163029,0.0111627,0.8831358,2.3137536
82,0.0002500000118743628,0.0513793,0.0163492,0.0112117,0.8856565,2.3056219
83,0.0002500000118743628,0.0512586,0.0164115,0.0111698,0.8790942,2.2965512
84,0.0002500000118743628,0.0510212,0.0161646,0.0111194,0.8792682,2.3011255
85,0.0002500000118743628,0.0511757,0.0163569,0.0111166,0.8784139,2.2977428
86,0.0002500000118743628,0.0508297,0.0161922,0.0110548,0.8732621,2.2873018
87,0.0002500000118743628,0.0507451,0.0161609,0.0110182,0.8730274,2.2828186
88,0.0002500000118743628,0.0505888,0.0161158,0.0110119,0.8676583,2.2788904
89,0.0002500000118743628,0.0507271,0.0161862,0.0110510,0.8709857,2.2786641
90,0.0002500000118743628,0.0505588,0.0161869,0.0109721,0.8654472,2.2720187
91,0.0001250000059371814,0.0496081,0.0159449,0.0108943,0.8433074,2.2237837
92,0.0001250000059371814,0.0491434,0.0157914,0.0108237,0.8354114,2.2012892
93,0.0001250000059371814,0.0490246,0.0156861,0.0108022,0.8345406,2.2027380
94,0.0001250000059371814,0.0491986,0.0158617,0.0108089,0.8353032,2.2004027
95,0.0001250000059371814,0.0488183,0.0156238,0.0107349,0.8289878,2.1988676
96,0.0001250000059371814,0.0487713,0.0156139,0.0107399,0.8290331,2.1931572
97,0.0001250000059371814,0.0489365,0.0157886,0.0107432,0.8284904,2.1926792
98,0.0001250000059371814,0.0489231,0.0157936,0.0107438,0.8293841,2.1881280
99,0.0001250000059371814,0.0486264,0.0156395,0.0106968,0.8241034,2.1824231
100,0.0001250000059371814,0.0484946,0.0155302,0.0107129,0.8240978,2.1780610
